Name	MarketCap	IPOyear	Sector	Industry	CapBucket_Label
New Senior Investment Group Inc.	790272119.8	2014.0	Consumer Services	Real Estate Investment Trusts	Small
New York & Company, Inc.	115585263.0	2004.0	Consumer Services	Clothing/Shoe/Accessory Stores	Micro
New York Community Bancorp, Inc.	5873755933.0		Finance	Banks	Mid
New York REIT, Inc.	1368619150.0	2014.0	Consumer Services	Real Estate Investment Trusts	Small
New York Times Company (The)	2988446831.0		Consumer Services	Newspapers/Magazines	Mid
Newell Brands Inc.	23279750000.0		Consumer Non-Durables	Plastic Products	Large
Newfield Exploration Company	5084633073.0	1993.0	Energy	Oil & Gas Production	Mid
NewJersey Resources Corporation	3751450954.0		Public Utilities	Oil/Gas Transmission	Mid
NewMarket Corporation	4959125918.0		Basic Industries	Major Chemicals	Mid
Newmont Mining Corporation	20296313328.0		Basic Industries	Precious Metals	Large
Newpark Resources, Inc.	659182824.3		Energy	Metal Fabrications	Small
NexPoint Residential Trust, Inc.	488213120.8	2015.0	Consumer Services	Real Estate Investment Trusts	Small
NextEra Energy Partners, LP	2157019561.0	2014.0	Public Utilities	Electric Utilities: Central	Mid
NextEra Energy, Inc.	70676076140.0		Public Utilities	Electric Utilities: Central	Large
NGL ENERGY PARTNERS LP	1105022491.0	2011.0	Energy	Oil Refining/Marketing	Small
Nielsen N.V.	13867295514.0	2011.0	Miscellaneous	Business Services	Large
Nike, Inc.	86271658601.0		Consumer Non-Durables	Shoe Manufacturing	Large
NiSource, Inc	8769171226.0		Public Utilities	Power Generation	Mid
NL Industries, Inc.	367797374.2		Basic Industries	Major Chemicals	Small
Noah Holdings Ltd.	1666212979.0	2010.0	Finance	Investment Managers	Small
Noble Corporation	820425133.8		Energy	Oil & Gas Production	Small
Noble Energy Inc.	11540848373.0		Energy	Oil & Gas Production	Large
Noble Midstream Partners LP	1674219570.0	2016.0	Energy	Natural Gas Distribution	Small
Nokia Corporation	36068136314.0	1994.0	Technology	Radio And Television Broadcasting And Communications Equipment	Large
Nomad Foods Limited	2607734010.0	2016.0	Consumer Non-Durables	Packaged Foods	Mid
Nomura Holdings Inc ADR	19651096715.0		Finance	Investment Bankers/Brokers/Service	Large
Norbord Inc.	2940539037.0		Basic Industries	Forest Products	Mid
Nord Anglia Education, Inc.	3391925139.0	2014.0	Consumer Services	Other Consumer Services	Mid
Nordic American Offshore Ltd	77483558.75	2014.0	Transportation	Marine Transportation	Micro
Nordic American Tankers Limited	461922587.0		Consumer Services	Marine Transportation	Small
Nordstrom, Inc.	7360998000.0		Consumer Services	Clothing/Shoe/Accessory Stores	Mid
Norfolk Souther Corporation	34809485903.0		Transportation	Railroads	Large
Nortel Inversora SA	4999988596.0	1997.0	Public Utilities	Telecommunications Equipment	Mid
North American Energy Partners, Inc.	120745377.2	2006.0	Energy	Oilfield Services/Equipment	Micro
North Atlantic Drilling Ltd.	32554213.2	2014.0	Energy	Oil & Gas Production	Nano
North European Oil Royality Trust	59003587.8		Energy	Oil & Gas Production	Micro
Northrop Grumman Corporation	47181296514.0		Capital Goods	Industrial Machinery/Components	Large
NorthStar Realty Europe Corp.	679156596.2	2015.0	Consumer Services	Real Estate Investment Trusts	Small
Northwest Natural Gas Company	1894581467.0		Public Utilities	Oil/Gas Transmission	Small
NorthWestern Corporation	2900046674.0		Public Utilities	Power Generation	Mid
Novartis AG	1.93852e+11		Health Care	Major Pharmaceuticals	Large
Novo Nordisk A/S	1.18703e+11		Health Care	Major Pharmaceuticals	Large
NOW Inc.	1239872554.0	2014.0	Energy	Metal Fabrications	Small
NQ Mobile Inc.	328332315.4	2011.0	Technology	Computer Software: Prepackaged Software	Small
NRG Energy, Inc.	7864048196.0		Public Utilities	Electric Utilities: Central	Mid
NRG Yield, Inc.	3354224258.0	2015.0	Public Utilities	Electric Utilities: Central	Mid
NTT DOCOMO, Inc	85501834102.0		Technology	Radio And Television Broadcasting And Communications Equipment	Large
Nu Skin Enterprises, Inc.	3226296327.0	1996.0	Health Care	Other Pharmaceuticals	Mid
Nucor Corporation	17785636562.0		Basic Industries	Steel/Iron Ore	Large
Nustar Energy L.P.	3670074370.0		Energy	Natural Gas Distribution	Mid
Nustar GP Holdings, LLC	899839141.6		Energy	Natural Gas Distribution	Small
Nuveen All Cap Energy MLP Opportunities Fund	106663268.4	2014.0	n/a	n/a	Micro
Nuveen AMT-Free Municipal Credit Income Fund	3141595401.0	2002.0	n/a	n/a	Mid
Nuveen AMT-Free Municipal Value Fund	2122542107.0	1987.0	n/a	n/a	Mid
Nuveen AMT-Free Municipal Value Fund	255689310.2	2009.0	n/a	n/a	Micro
Nuveen AMT-Free Quality Municipal Income Fund	3668357804.0	2002.0	n/a	n/a	Mid
Nuveen Arizona Quality Municipal Income Fund	172021373.5	1992.0	n/a	n/a	Micro
Nuveen Build America Bond Fund	573166595.1	2010.0	n/a	n/a	Small
Nuveen Build America Bond Opportunity Fund	161541705.0	2010.0	n/a	n/a	Micro
Nuveen California AMT-Free Quality Municipal Income Fund	754701859.7	2002.0	n/a	n/a	Small
Nuveen California Municipal Value Fund 2	59333568.76		n/a	n/a	Micro
Nuveen California Municipal Value Fund, Inc.	290664055.7		n/a	n/a	Micro
Nuveen California Quality Municipal Income Fund	2218656352.0	1999.0	n/a	n/a	Mid
Nuveen Connecticut Quality Municipal Income Fund	179930622.9	1993.0	n/a	n/a	Micro
Nuveen Core Equity Alpha Fund	245772663.2	2007.0	n/a	n/a	Micro
Nuveen Credit Strategies Income Fund	1148588735.0	2003.0	n/a	n/a	Small
Nuveen Diversified Dividend and Income Fund	252104484.4	2003.0	n/a	n/a	Micro
Nuveen Dow 30SM Dynamic Overwrite Fund	601903638.0	2014.0	n/a	n/a	Small
Nuveen Energy MLP Total Return Fund	473165108.0	2011.0	n/a	n/a	Small
Nuveen Enhanced Municipal Value Fund	370508509.8	2009.0	n/a	n/a	Small
Nuveen Floating Rate Income Fund	662210405.3	2004.0	n/a	n/a	Small
Nuveen Floating Rate Income Opportuntiy Fund	462574333.3	2004.0	n/a	n/a	Small
Nuveen Georgia Quality Municipal Income Fund 	138090507.2	2002.0	n/a	n/a	Micro
Nuveen Global High Income Fund	397500803.3	2014.0	n/a	n/a	Small
Nuveen High Income 2020 Target Term Fund	294916908.3	2015.0	n/a	n/a	Micro
Nuveen High Income 2020 Target Term Fund	150193214.6	2015.0	n/a	n/a	Micro
Nuveen High Income December 2019 Target Term Fund	277948615.1	2016.0	n/a	n/a	Micro
Nuveen High Income November 2021 Target Term Fund	560392609.4	2016.0	n/a	n/a	Small
Nuveen Insured California Select Tax-Free Income Portfolio	99544881.27	1992.0	n/a	n/a	Micro
Nuveen Insured New York Select Tax-Free Income Portfolio	55969002.7	1992.0	n/a	n/a	Micro
Nuveen Intermediate Duration Municipal Term Fund	640785955.6	2012.0	n/a	n/a	Small
Nuveen Maryland Quality Municipal Income Fund	307376831.6	1993.0	n/a	n/a	Small
Nuveen Massachusetts Municipal Income Fund	134893948.8		n/a	n/a	Micro
Nuveen Michigan Quality Municipal Income Fund	287398349.5	1991.0	n/a	n/a	Micro
Nuveen Minnesota Quality Municipal Income Fund	89270800.92	2014.0	n/a	n/a	Micro
Nuveen Missouri Quality Municipal Income Fund	35554540.29	1993.0	n/a	n/a	Nano
Nuveen Mortgage Opportunity Term Fund	407696780.2	2009.0	n/a	n/a	Small
Nuveen Multi-Market Income Fund	71156872.0		n/a	n/a	Micro
Nuveen Municipal 2021 Target Term Fund	86626326.75	2016.0	n/a	n/a	Micro
Nuveen Municipal Credit Income Fund	2167420067.0	2007.0	n/a	n/a	Mid
Nuveen Municipal High Income Opportunity Fund	849779038.2	2003.0	n/a	n/a	Small
Nuveen Municipal Income Fund, Inc.	98313895.65	1988.0	n/a	n/a	Micro
Nuveen New Jersey Quality Municipal Income Fund	592778731.7	2001.0	n/a	n/a	Small
Nuveen New York AMT-Free Quality Municipal	1171459398.0	2002.0	n/a	n/a	Small
Nuveen New York Municipal Value Fund 2	35711517.83	2009.0	n/a	n/a	Nano
Nuveen New York Municipal Value Fund, Inc.	155121508.2	1988.0	n/a	n/a	Micro
Nuveen New York Quality Municipal Income Fund	446977200.6	1999.0	n/a	n/a	Small
Nuveen North Carolina Quality Municipal Income Fd	221649858.0	1993.0	n/a	n/a	Micro
Nuveen Ohio Quality Municipal Income Fund	283754498.4	1991.0	n/a	n/a	Micro
Nuveen Pennsylvania Quality Municipal Income Fund	515353579.7	1991.0	n/a	n/a	Small
Nuveen Preferred and Income 2022 Term Fund	172158217.0	2017.0	n/a	n/a	Micro
Nuveen Preferred and Income Term Fund	563926092.2	2012.0	n/a	n/a	Small
Nuveen Preferred Income Opportunites Fund	1079825137.0	2003.0	n/a	n/a	Small
Nuveen Quality Municipal Income Fund	2890954063.0	1999.0	n/a	n/a	Mid
Nuveen Quality Preferred Income Fund 2	2070681467.0	2002.0	n/a	n/a	Mid
Nuveen Real Asset Income and Growth Fund	176132859.0	2012.0	n/a	n/a	Micro
Nuveen Real Estate Fund	320417503.4	2001.0	n/a	n/a	Small
Nuveen S&P 500 Buy-Write Income Fund	1420768412.0		n/a	n/a	Small
Nuveen S&P 500 Dynamic Overwrite Fund	247780561.9		n/a	n/a	Micro
Nuveen Select Maturities Municipal Fund	130178497.0	1992.0	n/a	n/a	Micro
Nuveen Select Tax Free Income Portfolio	243914963.2	1992.0	n/a	n/a	Micro
Nuveen Select Tax Free Income Portfolio II	247815040.7	1992.0	n/a	n/a	Micro
Nuveen Select Tax Free Income Portfolio III	193857021.6	1992.0	n/a	n/a	Micro
Nuveen Senior Income Fund	255676792.6	1999.0	n/a	n/a	Micro
Nuveen Short Duration Credit Opportunities Fund	175563318.7	2011.0	n/a	n/a	Micro
Nuveen Tax-Advantaged Dividend Growth Fund	235660211.8		n/a	n/a	Micro
Nuveen Tax-Advantaged Total Return Strategy Fund	179130309.2	2004.0	n/a	n/a	Micro
Nuveen Texas Quality Municipal Income Fund	145294272.9	1991.0	n/a	n/a	Micro
Nuveen Virginia Quality Municipal Income Fund	237794855.2	1993.0	n/a	n/a	Micro
Nuveenn Intermediate Duration Quality Municipal Term Fund	175370758.2	2013.0	n/a	n/a	Micro
Nuven Mortgage Opportunity Term Fund 2	120368767.5		n/a	n/a	Micro
NVR, Inc.	9955520975.0		Capital Goods	Homebuilding	Mid
Oaktree Capital Group, LLC	7178118537.0	2012.0	Finance	Investment Managers	Mid
Oasis Petroleum Inc.	1666656396.0	2010.0	Energy	Oil & Gas Production	Small
Obsidian Energy Ltd.	463982600.0		Energy	Oil & Gas Production	Small
Occidental Petroleum Corporation	45239789321.0		Energy	Oil & Gas Production	Large
Oceaneering International, Inc.	2199274163.0		Energy	Oilfield Services/Equipment	Mid
Och-Ziff Capital Management Group LLC	1505482749.0	2007.0	Finance	Investment Managers	Small
OCI Partners LP	722079997.0	2013.0	Basic Industries	Major Chemicals	Small
Ocwen Financial Corporation	379491268.2		Finance	Finance: Consumer Services	Small
OFG Bancorp	388934861.7		Finance	Major Banks	Small
OGE Energy Corporation	7211321840.0		Public Utilities	Electric Utilities: Central	Mid
Oil States International, Inc.	1116541599.0	2001.0	Energy	Metal Fabrications	Small
Oil-Dri Corporation Of America	293686821.8		Consumer Durables	Miscellaneous manufacturing industries	Micro
Old Republic International Corporation	5052258459.0		Finance	Property-Casualty Insurers	Mid
Olin Corporation	5330235968.0		Basic Industries	Major Chemicals	Mid
OM Asset Management plc	1476836019.0	2014.0	Finance	Investment Managers	Small
Omega Healthcare Investors, Inc.	6248597446.0	1992.0	Consumer Services	Real Estate Investment Trusts	Mid
Omega Protein Corporation	358306398.5	1998.0	Consumer Non-Durables	Packaged Foods	Small
Omnicom Group Inc.	16685836564.0		Technology	Advertising	Large
OMNOVA Solutions Inc.	397466713.1		Basic Industries	Specialty Chemicals	Small
On Assignment, Inc.	2463878267.0	1992.0	Technology	Professional Services	Mid
On Deck Capital, Inc.	352503759.2	2014.0	Finance	Finance: Consumer Services	Small
ONE Gas, Inc.	3911298025.0	2014.0	Public Utilities	Oil/Gas Transmission	Mid
One Liberty Properties, Inc.	443207533.5		Consumer Services	Real Estate Investment Trusts	Small
OneBeacon Insurance Group, Ltd.	1725240093.0	2006.0	Finance	Property-Casualty Insurers	Small
OneMain Holdings, Inc.	3668035322.0	2013.0	Finance	Finance: Consumer Services	Mid
ONEOK, Inc.	20524245907.0		Public Utilities	Oil & Gas Production	Large
Ooma, Inc.	169941810.9	2015.0	Technology	EDP Services	Micro
Oppenheimer Holdings, Inc.	213849256.0		Finance	Investment Bankers/Brokers/Service	Micro
Oracle Corporation	2.06007e+11	1986.0	Technology	Computer Software: Prepackaged Software	Mega
Orange	45092136136.0		Public Utilities	Telecommunications Equipment	Large
Orbital ATK, Inc.	6382943243.0		Capital Goods	Military/Government/Technical	Mid
Orchid Island Capital, Inc.	436728834.4	2013.0	Consumer Services	Real Estate Investment Trusts	Small
Orion Engineered Carbons S.A	1260554548.0	2014.0	Basic Industries	Major Chemicals	Small
Orion Group Holdings, Inc.	177117917.2		Basic Industries	Military/Government/Technical	Micro
Orix Corp Ads	20546357602.0		Finance	Diversified Financial Services	Large
Ormat Technologies, Inc.	2833905698.0	2004.0	Public Utilities	Electric Utilities: Central	Mid
Oshkosh Corporation	5549353273.0		Capital Goods	Auto Manufacturing	Mid
Osisko Gold Royalties Ltd	2145701557.0	2016.0	Basic Industries	Precious Metals	Mid
OUTFRONT Media Inc.	3056663985.0	2014.0	Consumer Services	Real Estate Investment Trusts	Mid
Overseas Shipholding Group, Inc.	165825418.5	2015.0	Transportation	Marine Transportation	Micro
Owens & Minor, Inc.	1698420697.0		Health Care	Medical Specialities	Small
Owens Corning Inc	7979226759.0		Capital Goods	Industrial Machinery/Components	Mid
Owens-Illinois, Inc.	3988831918.0		Consumer Durables	Containers/Packaging	Mid
Oxford Industries, Inc.	982427301.2		Consumer Non-Durables	Apparel	Small
Pacific American Income Shares, Inc.	155394675.5		n/a	n/a	Micro
Pacific Coast Oil Trust	57488905.42	2012.0	Energy	Oil & Gas Production	Micro
Pacific Drilling S.A.	9809500.0	2011.0	Energy	Oil & Gas Production	Nano
Pacific Gas & Electric Co.	35953926442.0		Public Utilities	Power Generation	Large
Packaging Corporation of America	10486222154.0	2000.0	Consumer Durables	Containers/Packaging	Large
Palo Alto Networks, Inc.	12194214850.0	2012.0	Technology	Computer peripheral equipment	Large
Pampa Energia S.A.	4507492530.0		Public Utilities	Electric Utilities: Central	Mid
Pandora Media, Inc.	1960378601.0	2011.0	Consumer Services	Broadcasting	Small
Panhandle Royalty Company	351758437.6		Energy	Oil & Gas Production	Small
PAR Technology Corporation	170844197.9		Miscellaneous	Office Equipment/Supplies/Services	Micro
Paramount Group, Inc.	3743890394.0	2014.0	Consumer Services	Real Estate Investment Trusts	Mid
Park Electrochemical Corporation	367061920.4		Technology	Electrical Products	Small
Park Hotels & Resorts Inc.	5650307754.0	2016.0	Consumer Services	Hotels/Resorts	Mid
Parker Drilling Company	158993453.6		Energy	Oil & Gas Production	Micro
Parker-Hannifin Corporation	21362029531.0		Capital Goods	Metal Fabrications	Large
Parkway, Inc.	1150322233.0	2016.0	Consumer Services	Real Estate Investment Trusts	Small
Parsley Energy, Inc.	7646158144.0	2014.0	Energy	Oil & Gas Production	Mid
Party City Holdco Inc.	1655489240.0	2015.0	Consumer Services	Other Specialty Stores	Small
Patheon N.V.	5078316128.0	2016.0	Health Care	Major Pharmaceuticals	Mid
Patriot National, Inc.	49147942.17	2015.0	Finance	Specialty Insurers	Nano
Paycom Software, Inc.	4369863659.0	2014.0	Technology	Computer Software: Prepackaged Software	Mid
PBF Energy Inc.	2613429260.0	2012.0	Energy	Integrated oil Companies	Mid
PBF Logistics LP	913262713.0	2014.0	Energy	Natural Gas Distribution	Small
Peabody Energy Corporation	2818290472.0	2017.0	Energy	Coal Mining	Mid
Pearson, Plc	6387924560.0		Consumer Services	Books	Mid
Pebblebrook Hotel Trust	2297525489.0	2009.0	Consumer Services	Real Estate Investment Trusts	Mid
Pembina Pipeline Corp.	12704238461.0		Energy	Oil & Gas Production	Large
Pengrowth Energy Corporation	329138678.0		Energy	Oil & Gas Production	Small
Pennsylvania Real Estate Investment Trust	700370908.2		Consumer Services	Real Estate Investment Trusts	Small
PennyMac Financial Services, Inc.	405557712.0	2013.0	Finance	Finance: Consumer Services	Small
PennyMac Mortgage Investment Trust	1152364614.0	2009.0	Consumer Services	Real Estate Investment Trusts	Small
Penske Automotive Group, Inc.	3566405660.0		Consumer Durables	Automotive Aftermarket	Mid
Pentair plc.	11068414639.0		Technology	Industrial Machinery/Components	Large
Penumbra, Inc.	2870621530.0	2015.0	Health Care	Medical/Dental Instruments	Mid
Pepsico, Inc.	1.64148e+11		Consumer Non-Durables	Beverages (Production/Distribution)	Large
Performance Food Group Company	2867291321.0	2015.0	Consumer Non-Durables	Food Distributors	Mid
PerkinElmer, Inc.	7295104374.0		Capital Goods	Biotechnology: Laboratory Analytical Instruments	Mid
Permian Basin Royalty Trust	379395599.4		Energy	Oil & Gas Production	Small
Perrigo Company	11055211542.0		Health Care	Major Pharmaceuticals	Large
Petrobras Argentina S.A.	2471545868.0		Energy	Oil & Gas Production	Mid
PetroChina Company Limited	1.17445e+11		Energy	Oil & Gas Production	Large
Petroleo Brasileiro S.A.- Petrobras	57330564007.0		Energy	Oil & Gas Production	Large
Petroquest Energy Inc	40389789.6		Energy	Oil & Gas Production	Nano
Pfizer, Inc.	1.98939e+11		Health Care	Major Pharmaceuticals	Large
PGT Innovations, Inc.	657228196.0	2006.0	Capital Goods	Building Products	Small
Pharmerica Corporation	908737930.4		Health Care	Medical/Nursing Services	Small
PHH Corp	728557326.8	2002.0	Finance	Diversified Financial Services	Small
Philip Morris International Inc	1.80838e+11		Consumer Non-Durables	Farming/Seeds/Milling	Large
Phillips 66	42762301375.0		Energy	Integrated oil Companies	Large
Phillips 66 Partners LP	5215859694.0	2013.0	Energy	Natural Gas Distribution	Mid
Phoenix New Media Limited	338354429.4	2011.0	Consumer Services	Broadcasting	Small
Physicians Realty Trust	3297143914.0	2013.0	Consumer Services	Real Estate Investment Trusts	Mid
Piedmont Office Realty Trust, Inc.	2914161595.0		Consumer Services	Building operators	Mid
Pier 1 Imports, Inc.	352590175.8		Consumer Services	Home Furnishings	Small
PIMCO California Municipal Income Fund	320773026.1	2001.0	n/a	n/a	Small
Pimco California Municipal Income Fund II	325565100.2	2002.0	n/a	n/a	Small
